UniProtIDs	PubChemCIDs	Labels	Predictions
P00918	164619903	7.4318	7.6033
P00918	164619927	6.2277	6.7035
P00918	164620042	7.6383	7.5823
P00918	164620067	8.3468	7.6754
P00918	164620232	7.7696	8.2058
P00918	164620257	7.2007	6.9910
P00918	164620616	7.2518	7.1585
P00918	164620633	4.4547	5.4937
P00918	164620653	6.2757	6.6635
P00918	164620800	6.4401	6.7740
P00918	164621102	4.1726	4.4779
P00918	164621327	7.1308	7.2198
P00918	164621389	5.1308	5.8479
P00918	164621462	7.5850	7.5669
P00918	164621572	7.0706	7.1812
P00918	164621684	7.0458	7.0722
P00918	164621856	8.0757	7.6526
P00918	164621917	9.3565	8.2103
P00918	164622081	8.2291	7.5349
P00918	164622082	5.0599	6.2291
P00918	164622123	8.0555	8.2947
P00918	164622171	4.5086	5.5590
P00918	164622188	7.7447	7.4298
P00918	164622445	7.5528	7.5776
P00918	164622503	8.3665	7.6617
P00918	164622529	5.5850	6.2882
P00918	164622531	5.6694	6.4294
P00918	164622549	9.1871	8.6515
P00918	164622672	7.2757	7.2978
P00918	164622722	7.4318	7.4800
P00918	164622868	7.3188	7.2103
P00918	164623130	5.0757	5.8435
P00918	164623321	4.6737	5.3122
P00918	164623352	7.4089	7.4761
P00918	164623359	6.0975	6.1983
P00918	164623365	8.2218	7.7947
P00918	164623384	7.0555	7.4632
P00918	164623539	6.6778	7.0024
P00918	164623666	7.0132	7.0924
P00918	164623765	7.6778	7.6202
P00918	164623986	7.4815	7.5619
P00918	164624001	8.7447	8.4600
P00918	164624042	8.3098	7.7401
P00918	164624049	8.9208	8.8200
P00918	164624117	7.8539	8.0141
P00918	164624290	7.5528	7.2577
P00918	164624555	8.1024	8.3010
P00918	164624619	7.5376	7.4958
P00918	164624802	8.3768	8.3182
P00918	164624807	6.3872	6.1777
P00918	164624909	6.3125	6.6938
P00918	164625044	9.0655	8.9380
P00918	164625286	5.6778	5.9483
P00918	164625327	5.2471	6.0901
P00918	164625400	6.4895	6.7975
P00918	164625405	7.8539	7.8891
P00918	164625452	7.8239	7.2565
P00918	164625506	8.4089	8.5020
P00918	164625639	7.0506	7.2583
P00918	164625649	9.0969	8.8082
P00918	164625751	8.3979	8.0841
P00918	164625812	7.2291	7.2744
P00918	164625854	5.1249	5.9848
P00918	164625943	7.5229	7.3807
P00918	164626300	8.3188	8.2839
P00918	164626378	6.0605	6.7674
P00918	164626418	5.0367	5.9461
P00918	164626566	7.4685	7.6940
P00918	164626567	5.5605	6.0152
P00918	164626707	9.2007	8.9698
P00918	164626881	5.4559	5.9192
P00918	164626954	6.1002	6.6100
P00918	164627064	7.3565	7.3786
P00918	164627200	5.1871	5.8384
P00918	164627245	8.1487	8.2295
P00918	164627360	8.4685	8.6046
P00918	164627503	6.3507	6.7169
P00918	164627523	8.3872	8.1790
P00918	164627600	6.8697	6.8237
P00918	164627645	5.0888	6.0448
P00918	164627661	6.7932	6.8016
P00918	164627688	7.3872	7.1359
P00918	164627990	6.6073	6.8078
P00918	164628368	4.5686	5.4460
P00918	164628476	6.3969	6.8844
P00918	164628509	7.0315	7.2049
P00918	164628560	7.0315	7.3219
P00918	164628886	8.1549	7.9023
P00918	164628892	8.0915	7.9501
P00918	164628893	7.4685	7.3326
P00918	164628914	9.1549	8.3722
P00918	164628949	6.3372	6.7495
P00918	166625316	8.3565	7.5082
P00918	166625805	8.0915	7.6765
P00918	166625868	4.2389	4.7109
P00918	166626016	8.8861	7.9850
P00918	166626287	7.6778	7.7929
P00918	166626382	5.2447	6.0308
P00918	166626385	6.3507	6.7108
P00918	166626427	6.3170	6.4473
P00918	166626445	6.2118	6.3948
P00918	166626940	7.7447	7.1705
P00918	166627073	7.7696	7.6036
P00918	166627114	6.4179	6.8126
P00918	166627253	6.3851	6.9345
P00918	166627279	8.2840	7.9591
P00918	166627352	8.3468	7.8640
P00918	166627405	7.3279	7.2412
P00918	166627902	7.4559	7.4200
P00918	166628091	8.2366	7.8904
P00918	166628624	6.9208	7.0681
P00918	166628717	4.2747	5.2055
P00918	166628720	7.3468	7.0514
P00918	166628741	7.0269	7.2181
P00918	166628837	7.5086	7.9096
P00918	166628849	7.2366	7.1905
P00918	166628919	8.2007	7.6516
P00918	166629063	7.6198	7.5360
P00918	166629378	6.2090	6.7301
P00918	166629517	6.1555	6.9972
P00918	166629522	6.3696	6.8900
P00918	166630104	6.1152	6.3873
P00918	166630153	6.1979	6.6302
P00918	166631204	7.7959	7.4937
P00918	166631469	7.1308	7.0043
P00918	166632071	6.3507	6.6996
P00918	166632433	4.0591	4.5682
P00918	166632898	6.6144	6.8519
P00918	166632941	7.7959	7.7003
P00918	166633137	7.9208	7.8957
P00918	166633651	8.4949	8.1718
P00918	166634180	6.3401	6.3054
P00918	166634511	6.0146	6.7751
P00918	166634580	5.3715	5.8414
P00918	166634681	8.2676	8.0132
P00918	166634938	6.2480	6.7899
P00918	166635018	8.6383	8.2931
P00918	166635042	8.0315	7.7875
P00918	166635464	6.6421	6.6162
P00918	166635701	8.5229	7.6916
P00918	166635784	7.1938	7.3612
P00918	166636377	4.1408	4.5834
P00918	166636612	7.5376	7.0579
P00921	1986	6.8633	6.9644
P00921	5333	6.0701	6.0593
P00921	7324	8.6990	8.1068
P00921	7370	6.7496	6.4167
P00921	22784	8.2518	7.6757
P00921	67138	8.0706	7.5078
P00921	69696	7.8539	7.3811
P00921	70789	6.9914	6.7774
P00921	74065	7.7696	7.5108
P00921	74697	6.8794	6.4076
P00921	76566	8.1487	7.6126
P00921	233097	8.6021	7.7704
P00921	519377	7.7959	7.2161
P00921	9571579	5.5986	5.7236
P00921	9584581	5.3851	5.5703
P00921	9584584	5.7496	5.4195
P00921	9615368	5.7423	5.6679
P00921	11536043	8.0655	7.4127
P00921	11630396	8.1135	7.5899
P00921	14612854	6.5406	6.5777
P00921	44405764	8.3279	7.9274
P00921	44405778	8.0315	7.9966
P00921	44405782	8.0410	7.1987
P00921	118711142	6.5114	6.3912
P00921	118711143	5.9547	6.1995
P00921	118711144	5.8210	6.0504
P00921	118711232	5.8268	5.9779
P00921	126842910	5.6289	5.8909
P00921	126842911	5.4461	5.6958
P00939	10419587	5.3468	4.9257
P00939	10442109	3.9547	4.1323
P00939	16216823	3.7986	3.6655
P00946	46228254	3.9393	4.4503
P00956	94817	2.6021	2.5440
P00956	220783	2.4771	2.5141
P00956	351627	2.0000	2.5650
P00956	446596	8.6021	7.8817
P00956	640993	2.0000	2.5938
P00956	5312965	2.0000	2.6064
P00956	10125066	3.2518	3.9006
P00956	11789185	2.0792	2.7054
P00956	12612089	2.6990	3.1430
P00956	15042684	2.9031	2.8969
P00956	23647964	4.2306	3.5008
P00956	23647965	2.7782	3.1998
P00956	23647970	2.0000	2.7713
P00956	23647971	2.3010	2.7406
P00956	23647972	2.3010	2.7202
P00956	90677447	7.7696	7.2596
P00956	145971854	6.6716	6.7798
P00956	155556468	8.9208	8.1778
P00956	156011229	7.0555	7.2356
P00956	156021613	6.9431	7.1171
P00962	23647960	3.1871	3.9622
P01042	57523216	8.5850	8.6596
P01042	60141038	8.2676	8.4713
P01042	60141039	7.6234	8.1966
P01042	60141041	8.3188	8.4453
P01042	60141042	7.9281	8.2210
P01042	60141181	7.5901	8.1689
P01042	60141182	8.4437	8.3681
P01042	60141183	7.1993	7.4957
P01042	60141184	6.6761	7.0354
P01042	60141323	8.2007	8.2698
P01042	60141326	6.5777	7.1494
P01042	60141464	8.3188	8.1228
P01042	60141465	8.1487	8.1796
P01042	60142024	5.6635	6.2545
P01042	60142025	6.8356	7.2575
P01042	60142026	6.9101	6.8453
P01042	60142027	7.6946	7.7129
P01042	60142028	8.2076	8.0664
P01042	60142166	7.4271	7.6737
P01042	60142167	7.5186	7.8210
P01042	60142169	6.2823	6.4555
P01042	60142302	7.3809	7.5176
P01042	60142303	8.3565	8.3455
P01042	60142304	8.0223	8.1144
P01042	60142305	6.6737	7.1832
P01042	60142437	7.9586	7.9148
P01042	60142438	8.2291	8.1339
P01042	60142439	7.6198	7.8479
P01042	60142440	8.1739	8.1169
P01042	60142441	8.0223	7.9789
P01042	60142566	7.4776	7.5267
P01042	60142567	8.1805	8.1533
P01042	60142569	7.4389	7.4204
P01042	60142570	8.5086	8.5312
P01042	60142703	8.4437	8.3682
P01042	60142704	8.3872	8.3884
P01042	60142705	8.0223	8.2289
P01042	60142835	7.8210	8.0893
P01042	60142836	7.7670	8.3553
P01042	60142961	6.2286	7.1948
P01042	60142962	8.5229	8.6146
P01042	60142963	8.1249	8.3225
P01042	60143096	8.2007	8.4075
P01042	60143098	5.8154	6.7286
P01042	71229238	8.2366	8.2912
P01042	88925471	6.7696	7.4165
P01116	86279165	3.6990	4.5972
P01116	136346978	8.0458	7.4018
P01116	136346980	6.5528	6.2376
P01116	136346989	5.3010	5.7697
P01116	137283289	6.4179	6.5991
P01116	137289789	6.4271	6.4747
P01116	137290307	4.3010	4.8761
P01116	137290313	5.0969	5.3541
P01116	137290327	5.6576	5.5488
P01116	137292511	4.8182	5.2210
P01116	137304434	4.4437	4.9261
P01116	137304502	5.3010	5.5184
P01116	137316419	5.5686	5.7409
P01116	137316471	5.7959	5.7658
P01116	137317563	5.4559	5.6989
P01116	138611145	5.4318	5.9848
P01375	46186805	9.4202	9.4119
P01375	46198531	9.2441	9.2333
P01375	46198532	9.1024	9.3537
P01375	46198533	9.0862	8.9818
P01375	46198534	9.2840	9.0830
P01375	46198535	9.2518	9.4479
P01375	46198703	9.3872	9.3990
P01375	46198704	9.4202	9.4129
P01375	46198706	9.2815	9.3341
P01375	46198707	9.3449	9.3210
P01375	46198865	9.3595	9.4754
P01375	46198866	9.2782	9.3319
P01375	46199010	10.1864	9.7134
P01375	46199011	9.5045	9.4399
P01375	46199012	9.3372	9.6104
P01375	46199013	10.2807	9.8322
P01375	46199151	9.7100	9.4851
P01375	46199152	10.0052	9.7943
P01375	46199153	9.5867	9.5605
P01375	46199154	9.2596	9.5815
P01375	46199315	9.1135	9.5871
P01375	46199316	9.4112	9.6117
P01375	46199317	9.3098	9.5519
P01375	46199318	9.4437	9.5361
P01375	46199474	9.1858	9.5113
P01375	46199477	10.0119	9.7644
P01375	46199628	9.9393	9.6788
P01375	46199629	9.1720	9.6572
P01375	46199630	9.1555	9.5861
P01375	46199784	9.5528	9.4192
P01375	46199785	9.4559	9.4022
P01375	46199786	9.0783	9.2519
P01375	46199948	9.3675	9.2137
P01375	46199949	8.4622	8.6783
P01375	46200106	7.9872	8.5461
P01375	46200108	10.1135	9.6784
P01375	46200109	10.0830	9.7565
P01375	46200246	9.5143	9.4339
P01375	46200247	10.5229	10.0856
P01375	46200248	9.5086	9.7289
P01375	46200249	8.9626	9.5787
P01375	46200250	10.1180	9.7031
P01375	46200252	9.2840	9.5375
P01375	46200253	9.0362	9.5782
P01375	46200410	10.2832	10.0283
P01375	46200411	9.4547	9.7166
P01375	46200413	9.4711	9.5190
P01375	46200415	9.2218	9.2212
P01375	46200416	9.1249	9.2504
P01375	46200562	6.3002	7.7733
P01375	46200564	6.3002	7.7220
P01375	46200570	9.5686	9.4820
P01375	46200718	9.5670	9.6655
P01375	46200720	9.5969	9.6586
P01375	46200721	9.5867	9.6848
P01375	46200726	9.4202	9.4770
P01375	46200727	9.7447	9.5676
P01375	46200887	9.6253	9.6950
P01375	46200888	9.3526	9.7242
P01375	46200889	9.4572	9.5946
P01375	46200890	9.3706	9.3195
P01375	52944849	9.3279	9.3987
P01375	52947303	9.5376	9.5754
P01375	52949743	9.2147	9.4367
P01375	52949816	9.3768	9.2995
P01375	57642498	7.5157	8.5313
P01375	57642650	9.7959	9.4996
P01375	58041742	9.1675	9.5923
P01375	58041746	9.4685	9.4394
P01375	58041755	9.7212	9.6476
P01375	58041762	9.4685	9.2314
P01375	58041779	9.5482	9.5921
P01375	58041781	9.4089	9.3181
P01375	58041782	9.3188	9.2380
P01375	58041798	9.5686	9.3961
P01375	58041804	9.1135	9.2977
P01375	58041808	8.9393	9.2338
P01375	58041809	6.3002	8.3833
P01375	58041822	9.7447	9.6336
P01375	58041829	9.7212	9.6102
P01375	58041835	9.3665	9.4040
P01375	58041836	9.6021	9.4402
P01375	58041841	9.9208	9.4747
P01375	58041845	8.9914	9.3665
P01375	58041847	9.3565	9.3777
P01375	58041848	8.4306	8.8589
P01375	58041852	9.6990	9.2677
P01375	58041869	9.3279	9.2662
P01375	58041877	9.1367	9.3360
P01375	58041880	9.6198	9.5694
P01375	58041881	10.0315	9.6074
P01375	58041882	9.7212	9.3195
P01375	58041883	8.9208	9.4695
P01375	58041894	9.3010	9.4514
P01375	58041907	9.4559	9.6531
P01375	58041912	9.4815	9.4801
P01375	58041914	9.7696	9.4936
P01375	58041926	9.2076	9.4858
P01375	58041935	9.5528	9.4396
P01375	58041938	9.5528	9.4697
P01375	58041941	9.5376	9.6399
P01375	58041942	9.4949	9.6571
P01375	58041943	8.8539	9.5608
P01375	58041950	9.7696	9.5976
P01375	58041958	9.5376	9.5717
P01375	58041966	9.5850	9.6981
P01375	58041967	9.2441	9.4710
P01375	58041970	9.4815	9.5540
P01375	58041972	8.6946	9.1342
P01375	58041974	8.3468	8.7340
P01375	58041983	9.5686	9.4654
P01375	58041986	8.8633	9.2863
P01375	58041999	6.3002	7.6303
P01375	58042005	8.8665	9.1123
P01375	58042014	9.3468	9.4830
P01375	58042020	9.3768	9.6876
P01375	58042023	8.7773	8.6105
P01375	58042041	9.2916	9.3701
P01375	58042046	9.4089	9.5771
P01375	58042052	9.4283	9.6147
P01375	58042053	9.8861	9.6034
P01375	58042056	9.9586	9.4952
P01375	58042057	9.3010	9.5032
P01375	58042080	9.4437	9.3177
P01375	58042085	6.3002	7.6356
P01375	58042091	9.1367	9.3393
P01375	58042108	9.1226	9.5580
P01375	58042122	9.0458	9.0436
P01375	58042127	10.2218	9.8377
P01375	58042137	9.5850	9.5311
P01375	58042138	9.2676	9.3996
P01375	58042139	9.3565	9.2625
P01375	58042143	9.3665	9.5438
P01375	58042150	9.3893	9.3690
P01375	58042151	9.5528	9.4744
P01375	58042154	9.6576	9.6024
P01375	58042164	9.7696	9.6966
P01375	58042168	9.1911	9.1229
P01375	58042200	9.8239	9.9237
P01375	58042201	9.9586	9.4327
P01375	58042214	9.6198	9.4167
P01375	58523326	9.1675	8.5662
P01375	68042864	9.7212	9.5263
P01375	68042878	9.4949	9.6771
P01375	68042882	9.3468	9.5900
P01375	68042886	10.0000	9.6096
P01375	68042893	9.6576	9.4570
P01375	68042894	9.3665	9.5151
P01375	68042904	8.8097	9.2490
P01375	68042905	9.0315	9.4686
P01375	68042906	9.6576	9.4229
P01375	68042907	9.6990	9.6157
P01375	68042909	9.6990	9.6890
P01375	68042910	9.2007	9.1258
P01375	68042912	8.2518	9.4737
P01375	68042915	9.8239	9.4968
P01375	68042916	9.4437	9.6146
P01375	68042925	9.0223	9.4929
P01375	68042926	9.1624	9.0456
P01375	68042927	8.9586	9.0597
P01375	68042928	9.2076	9.3538
P01375	68042929	8.7670	9.0463
P01375	68042930	9.4306	9.3039
P01375	68042931	8.8153	9.2209
P01375	68042932	10.5229	9.7965
P01375	68042934	8.8182	9.3256
P01375	68042937	9.0132	9.2868
P01375	68042939	9.4815	9.6262
P01375	68042942	9.0915	9.4393
P01375	68042944	9.2366	9.4192
P01375	68042945	9.6198	9.7251
P01375	68042946	9.3307	9.5506
P01375	68042950	9.4989	9.5080
P01375	68042984	9.1805	9.4073
P01375	68042995	8.7520	9.2166
P01375	68043010	9.7212	9.5701
P01375	68043013	9.3665	9.3134
P01375	68043016	9.6021	9.5368
P01375	68043028	9.7212	9.5259
P01375	68043035	9.5686	9.3841
P01375	68043061	8.9586	9.2583
P01375	68043085	7.5817	8.5719
P01375	68043090	9.6778	9.5046
P01375	68043094	9.0177	9.4386
P01375	68043107	9.0088	9.1848
P01375	68043119	9.3565	9.5539
P01375	68043121	9.0809	9.2234
P01375	68043135	9.2725	9.4018
P01375	68043138	9.0269	9.5704
P01375	75146115	8.6289	8.9647
P01375	88570012	9.6778	9.3519
P01375	88570021	9.6778	9.4614
P01375	88570034	9.6021	9.2852
P01375	88570090	9.5229	9.4716
P01375	89812299	9.2291	9.3110
P01375	89812319	9.2596	9.2484
P01375	91663674	9.3665	9.5941
P01375	91663675	9.1675	9.4173
P01375	91663676	9.6198	9.7026
P01375	91808154	9.7212	9.4693
P01375	91808157	9.5528	9.5563
P01375	91808158	9.7959	9.7472
P01375	91808160	9.6198	9.6523
P01375	91808161	9.7447	9.5804
P01375	91808162	10.1427	9.6985
P01375	91808164	9.1487	9.4213
P01375	91808165	9.9586	9.6542
P01375	91808166	10.2007	9.6368
P01375	91808169	9.8861	9.6609
P01375	91808170	9.7212	9.6702
P01375	91808171	10.0809	9.7558
P01375	91808172	9.7696	9.6294
P01375	91808173	9.9208	9.6457
P01375	91808174	9.9208	9.5921
P01375	91808176	9.6778	9.5718
P01375	91808177	9.7447	9.5704
P01375	91808178	9.5686	9.5693
P02550	6167	5.6021	5.8690
P02550	17648	6.1549	6.0451
P02550	17798	6.1249	6.0202
P02550	6918099	6.1249	5.7496
P02554	10122565	4.4949	4.9008
P02554	10393901	4.0000	4.7384
P02554	10483302	3.7328	4.9365
P02554	44321845	4.9788	5.2146
P02554	44322109	3.6968	4.5715
P02554	71450233	10.1960	9.5117
P02554	71453878	9.5530	8.8207
P02554	71455610	10.3370	9.0885
P02554	71457395	9.8970	9.1851
P02554	71461036	9.8820	9.3641
P02554	71462759	10.2330	9.1633
P02554	71462760	9.7370	9.1074
P02665	2894	9.5700	8.5829
P02665	4893	9.4400	8.4581
P02665	132266	9.8500	8.7759
P02665	9824384	9.6800	8.7473
P02665	44361064	7.3768	6.6303
P02710	3075702	5.1739	5.2091
P02710	5310969	6.5031	6.1492
P02710	10702168	6.4157	6.0024
P02718	1204	7.0000	6.9344
P02752	237	5.1739	5.6191
P02752	493570	6.4559	6.6470
P02768	338	2.0000	2.7299
P02768	3033	2.0000	2.9945
P02768	3394	2.0000	2.9622
P02768	3440	2.0000	3.0382
P02768	3639	2.0000	2.7879
P02768	3672	2.0000	2.9599
P02768	3715	2.0000	2.9018
P02768	3826	2.0000	2.9887
P02768	4495	2.0000	2.9683
P02768	5253	2.0000	2.9989
P02768	5505	2.0000	3.0598
P02768	5509	2.0000	2.8469
P02768	5733	2.0000	2.8452
P02768	7103	2.0000	2.9768
P02768	12854	2.0000	2.8821
P02768	67584	2.0000	2.9510
P02768	85281	2.0000	2.8981
P02768	1548887	2.0000	2.8361
P02768	2772299	2.0000	2.9250
P02768	9838712	2.0000	3.0545
P02768	9922143	2.0000	3.0867
P02768	9951088	2.0000	3.0122
P02768	10955342	2.0000	3.0554
P02768	11234806	2.0000	2.9675
P02768	11242882	2.0000	3.1100
P02768	11289471	2.0000	2.9669
P02768	11304367	2.0000	3.0030
P02768	11372270	2.0000	3.1512
P02768	12540049	2.0000	2.8824
P02768	21094539	2.0000	2.9613
P02768	23005017	2.0000	2.9629
P02768	23005108	2.0000	2.9606
P02768	24756543	2.0000	2.9684
P02768	25100119	6.3979	5.7589
P02768	25144061	6.4437	6.2065
P02768	44449189	2.0000	2.9485
P02768	68940388	5.8386	5.8434
P03367	23545474	10.8539	10.4877
P03367	75966822	10.7224	10.4210
P03367	78123860	9.7293	10.0685
P03369	24916750	10.5850	10.1927
P03369	25023933	9.8239	10.1534
P03369	25023934	9.7959	10.2372
P03369	25023935	9.7959	10.0933
P03369	25023936	9.0915	10.0447
P03369	25023937	9.1308	9.8428
P03369	25023938	7.5686	8.8485
P03369	25023939	10.3872	10.1363
P03369	25023941	7.4815	8.6436
P03369	25023942	8.2007	9.3764
P03369	25023944	7.7212	8.7105
P03369	91663531	8.5294	9.6342
P03369	91663532	9.4685	9.9698
P03372	450	9.0809	8.7980
P03372	3220	6.1135	6.4710
P03372	5757	8.9586	9.2066
P03372	6776	6.5086	6.4894
P03372	27125	8.3098	8.6319
P03372	63062	8.6021	8.7294
P03372	99649	5.2441	6.0883
P03372	104741	8.9830	9.1304
P03372	119588	7.3820	8.4249
P03372	223998	8.0969	8.3701
P03372	445154	6.1051	6.4905
P03372	448537	9.3098	9.4107
P03372	2733526	7.5060	7.4075
P03372	3033899	7.3345	7.3007
P03372	5280961	6.4318	6.7569
P03372	5281708	5.7447	6.4386
P03372	5327043	9.3098	9.0499
P03372	5388063	6.5834	6.6732
P03372	9803972	9.6990	9.2575
P03372	9824019	9.0458	8.7900
P03372	9848501	9.4949	9.2736
P03372	9853227	9.6383	9.4749
P03372	9869745	6.6778	7.4043
P03372	9878556	6.8794	6.6478
P03372	9912022	9.2218	8.9109
P03372	9925763	7.8386	8.6253
P03372	9927355	7.9412	8.6675
P03372	9957008	6.7959	6.4927
P03372	9958368	8.4089	8.7784
P03372	9970588	8.3979	8.1991
P03372	10144672	6.3233	6.7265
P03372	10181886	8.7696	8.7134
P03372	10182934	9.2218	8.9150
P03372	10183377	6.4202	6.7192
P03372	10184413	6.3098	7.3882
P03372	10210142	6.1707	6.7279
P03372	10229852	6.4437	6.8514
P03372	10254189	9.3010	9.2494
P03372	10275313	8.6021	8.8914
P03372	10276036	6.9208	7.3159
P03372	10286159	8.5686	8.5469
P03372	10299557	6.5229	6.7831
P03372	10323601	7.4685	8.2387
P03372	10324755	8.9136	9.0571
P03372	10412249	9.5528	9.3022
P03372	10480448	7.1249	8.6793
P03372	10768122	9.6021	9.1959
P03372	10906531	5.8477	6.0873
P03372	10929139	6.8386	7.0140
P03372	10930298	5.8861	6.6320
P03372	10938971	5.2899	5.9762
P03372	10940598	6.7447	7.1695
P03372	10950078	5.1630	5.6604
P03372	10952341	5.8386	6.5328
P03372	10973721	5.1993	6.2835
P03372	10973841	6.0915	6.6453
P03372	10983822	6.2518	6.7080
P03372	10985075	6.0680	6.6385
P03372	10994057	6.5376	7.3143
P03372	11016369	6.0000	6.5963
P03372	11016735	6.9031	6.9908
P03372	11028495	5.9469	6.5893
P03372	11048839	6.3820	6.4579
P03372	11060104	6.0809	6.3651
P03372	11070590	5.9431	6.4224
P03372	11070635	6.5686	6.7698
P03372	11071460	6.4034	6.8860
P03372	11092497	6.3188	6.8546
P03372	11102972	6.2441	6.3167
P03372	11114635	5.6271	6.4509
P03372	11146178	5.5229	6.4838
P03372	11197931	8.0783	8.4997
P03372	11208678	6.1549	6.3441
P03372	11247367	8.7696	9.0057
P03372	11276767	4.6198	4.7061
P03372	11300595	6.4193	6.2230
P03372	11340868	8.9872	8.8099
P03372	11370317	6.3872	7.0721
P03372	11482995	6.8665	6.2149
P03372	11496802	9.5229	8.7806
P03372	11496925	8.7235	8.5843
P03372	11519654	8.9393	8.8936
P03372	11540768	9.2441	9.0266
P03372	11547962	7.8857	7.6261
P03372	11561520	8.6990	8.1591
P03372	11582925	7.6576	7.7074
P03372	11582975	7.5528	8.0205
P03372	11619024	7.2840	7.5057
P03372	11660523	6.7033	7.6117
P03372	11674420	7.6198	8.2280
P03372	11696330	8.6778	8.4729
P03372	11719093	8.3979	8.2213
P03372	11720175	9.6108	9.2832
P03372	11720774	6.7352	7.1799
P03372	11730419	6.0000	6.7424
P03372	11730578	6.6990	6.9004
P03372	11730916	7.2218	7.4073
P03372	11734564	5.9893	6.6352
P03372	11743602	5.8601	6.0138
P03372	11826959	6.1675	6.5101
P03372	11827881	6.6021	7.0172
P03372	12074176	9.6778	9.3687
P03372	16038396	5.7696	5.6071
P03372	16103238	6.5751	7.3482
P03372	16103245	6.3893	7.2906
P03372	16719865	9.2007	8.8640
P03372	16750074	9.4559	9.0814
P03372	16758226	7.3585	8.2618
P03372	17964485	7.0555	7.6809
P03372	18695694	8.6990	8.3514
P03372	22064611	7.5376	7.7649
P03372	23581881	7.8239	7.7430
P03372	23581884	8.1469	8.1153
P03372	23582459	7.8861	7.8991
P03372	23582528	8.4260	8.3034
P03372	23582854	8.0458	8.0698
P03372	23648457	6.8996	6.6474
P03372	23648459	8.2140	8.7310
P03372	23648461	7.1871	8.0187
P03372	23648462	7.3979	7.8773
P03372	23648463	7.3872	8.2085
P03372	23648464	8.5498	8.6541
P03372	23648465	7.5654	8.4384
P03372	24794709	8.8539	8.8276
P03372	24952193	5.2596	6.1001
P03372	24957436	5.6784	6.6377
P03372	24957813	6.6882	7.0997
P03372	24957817	7.1549	7.4365
P03372	24957818	6.9066	7.3672
P03372	24958191	6.9914	7.3082
P03372	24961485	6.0009	6.9715
P03372	24962206	7.4949	7.7935
P03372	24962208	7.3979	7.8311
P03372	24962572	7.1192	7.6445
P03372	24962573	7.0269	7.1404
P03372	25128804	5.3872	5.5763
P03372	25128807	5.6021	6.2663
P03372	25128814	5.2441	5.1736
P03372	25129167	5.6198	6.4763
P03372	25129856	5.1024	5.5136
P03372	25131214	5.1427	5.6041
P03372	25131540	5.0757	5.8540
P03372	25131893	5.2366	5.5601
P03372	25132598	5.1192	5.6202
P03372	25132933	5.1249	5.2838
P03372	25133609	4.7959	5.3087
P03372	25133613	5.0000	5.3526
P03372	25133614	5.2366	5.4995
P03372	44299445	7.4318	7.8771
P03372	44299446	6.7696	7.1552
P03372	44319061	9.4437	8.6804
P03372	44319062	8.6021	8.5265
P03372	44319097	8.4202	8.1994
P03372	44319117	7.2218	8.2022
P03372	44356621	7.8861	8.0564
P03372	44356823	7.6198	8.0803
P03372	44356833	7.6383	8.1773
P03372	44396250	7.7212	8.6338
P03372	44396251	8.0555	8.4643
P03372	44396271	7.1427	7.8814
P03372	44396282	7.9393	8.3601
P03372	44396284	6.8539	7.7862
P03372	44396296	7.4685	7.7047
P03372	44396317	8.0000	8.2435
P03372	44396331	7.0269	7.6322
P03372	44403942	8.1367	8.2307
P03372	44427370	9.3979	8.9626
P03372	44427371	9.1367	9.1404
P03372	44427373	9.7447	9.2915
P03372	44427374	9.6990	9.3580
P03372	44427375	8.9626	9.0618
P03372	44427405	9.3188	9.1480
P03372	44433138	5.1487	5.6942
P03372	44433139	4.9208	5.7922
P03372	44433140	4.4949	5.3419
P03372	44433141	5.1024	5.6449
P03372	44441693	7.1249	7.7785
P03372	44441696	6.4179	7.4034
P03372	44441697	4.7477	6.0501
P03372	44448383	9.4318	8.8580
P03372	44448412	9.3979	8.9486
P03372	44448413	9.0000	8.9782
P03372	44448414	9.3665	8.9189
P03372	44449255	9.1487	9.0075
P03372	44449256	9.3468	9.0873
P03372	44449259	8.7447	8.6485
P03372	44449287	9.1871	8.9470
P03372	44449288	8.8861	8.7101
P03372	44449319	9.4318	9.1390
P03372	44449320	8.4815	8.8757
P03372	44449322	9.4437	8.9537
P03372	44449353	9.4202	8.9090
P03372	44449380	9.5686	9.0179
P03372	44449409	9.1308	8.8493
P03372	44449411	9.1487	8.8480
P03372	44449479	9.4318	8.9646
P03372	44449664	8.1487	8.7711
P03372	44449702	9.7447	9.1049
P03372	44449736	9.4949	9.2596
P03372	44449738	8.7696	8.7580
P03372	44565647	4.5800	5.7730
P03372	44569029	5.1249	5.4416
P03372	44579680	7.2596	7.6852
P03372	44580025	6.0101	6.4331
P03372	44580026	6.1403	6.7526
P03372	44580027	6.8013	6.8930
P03372	46873518	8.2175	7.8619
P03372	46873520	7.8204	7.9564
P03372	46880832	4.5376	5.1625
P03372	46919125	7.5947	7.4483
P03372	49863611	7.8645	7.4667
P03372	50997756	8.3872	8.6839
P03372	50997758	8.6990	8.8725
P03372	50997760	8.8539	8.9918
P03372	50997761	8.5686	8.5896
P03372	53378802	7.8300	7.9608
P03372	56941241	9.4318	9.1356
P03372	70694390	8.2757	8.7070
P03372	91073817	8.9586	8.5039
P03372	91485748	9.8239	9.3595
P03372	91932636	8.4318	8.1115
P03372	91932637	9.3279	8.9856
P03372	91932638	8.6576	8.5623
